,id,n_victimas,anio,mes,dia,fecha,hora,franja_hora,comuna,tipo_calle,cruce,geocodificacion_CABA,longitud,latitud,victima,acusado,gravedad,vehiculo,sexo,edad,dia_noche
20809,LC-2021-0108474,1,2021,March,10,,1900-01-01 11:45:00,11,14,AVENIDA,no,Point (103194.496259336 105714.520355696),-58.428483833018,-34.577752114573,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,51-60,Día
20810,LC-2021-0108616,1,2021,March,10,,1900-01-01 12:59:00,12,8,AVENIDA,si,Point (98897.0880273163 94680.2518870959),-58.475334785095,-34.677223449634,PEATON,TRANSPORTE PUBLICO,grave,PEATON,varon,61-70,Día
20811,LC-2021-0108652,1,2021,March,10,,1900-01-01 12:00:00,12,15,AVENIDA,si,Point (98989.7551129746 105324.77516684),-58.474310259452,-34.581269700826,PEATON,MOTO,leve,PEATON,varon,41-50,Día
20813,LC-2021-0108746,1,2021,March,10,,1900-01-01 12:40:00,12,15,AVENIDA,si,Point (101754.772692672 102478.958031346),-58.444168377646,-34.606922290433,PEATON,AUTO,leve,PEATON,mujer,71-80,Día
20814,LC-2021-0108882,1,2021,March,10,,1900-01-01 10:15:00,10,10,AVENIDA,no,Point (97715.9820434497 99362.7991254057),-58.488209662682,-34.635011330304,PEATON,MOVIL,leve,PEATON,mujer,41-50,Día
20815,LC-2021-0108901,3,2021,March,10,,1900-01-01 13:30:00,13,15,AVENIDA,si,Point (101437.00488441 105100.818253461),-58.447637090259,-34.583288173360,MOTO,MOTO,leve,MOTO,varon,21-30,Día
20816,LC-2021-0108901,3,2021,March,10,,1900-01-01 13:30:00,13,15,AVENIDA,si,Point (101437.00488441 105100.818253461),-58.447637090259,-34.583288173360,MOTO,MOTO,leve,MOTO,varon,21-30,Día
20817,LC-2021-0108901,3,2021,March,10,,1900-01-01 13:30:00,13,15,AVENIDA,si,Point (101437.00488441 105100.818253461),-58.447637090259,-34.583288173360,MOTO,MOTO,leve,MOTO,varon,21-30,Día
20818,LC-2021-0108986,1,2021,March,10,,1900-01-01 14:48:00,14,15,AVENIDA,si,Point (100282.050261166 105654.783142762),-58.460225501430,-34.578295384233,MOTO,AUTO,leve,MOTO,varon,51-60,Día
20820,LC-2021-0109256,1,2021,March,10,,1900-01-01 16:20:00,16,8,CALLE,si,Point (98820.5703259797 94259.3938646799),-58.476170333719,-34.681017106120,MOTO,AUTO,leve,MOTO,varon,11-20,Día
20821,LC-2021-0109262,1,2021,March,10,,1900-01-01 17:40:00,17,4,AVENIDA,no,Point (105698.855549959 99236.4739038894),-58.401146669211,-34.636137208788,MOTO,OBJETO FIJO,leve,MOTO,varon,41-50,Día
20823,LC-2021-0109411,1,2021,March,10,,1900-01-01 18:30:00,18,15,AVENIDA,si,Point (99854.5958608701 104956.491822032),-58.464884365813,-34.584590107290,MOTO,MOTO,leve,MOTO,varon,21-30,Día
20824,LC-2021-0109469,1,2021,March,10,,1900-01-01 16:00:00,16,7,AVENIDA,si,Point (99925.5129655882 100002.144273557),-58.464112158783,-34.629250688037,MOTO,TRANSPORTE PUBLICO,leve,MOTO,varon,21-30,Día
20825,LC-2021-0109549,1,2021,March,10,,1900-01-01 16:00:00,16,8,AVENIDA,si,Point (98516.2135387459 94667.7342792808),-58.479490776666,-34.677335785688,AUTO,AUTO,leve,AUTO,varon,31-40,Día
20826,LC-2021-0109579,1,2021,March,10,,1900-01-01 16:30:00,16,3,AVENIDA,si,Point (105436.292822124 100582.327901185),-58.404018789710,-34.624006579724,MOTO,AUTO,leve,MOTO,mujer,21-30,Día
20827,LC-2021-0109613,1,2021,March,10,,1900-01-01 18:40:00,18,1,CALLE,si,Point (107380.604013163 100153.474271048),-58.382813012895,-34.627860388609,MOTO,OBJETO FIJO,leve,MOTO,varon,51-60,Día
20829,LC-2021-0109722,2,2021,March,10,,1900-01-01 19:00:00,19,12,CALLE,si,Point (97614.9115754351 107146.741135069),-58.489289577780,-34.564843299743,MOTO,MOTO,leve,MOTO,varon,11-20,Noche
20830,LC-2021-0109732,1,2021,March,10,,1900-01-01 19:15:00,19,7,AVENIDA,si,Point (101061.772885198 98162.3805354748),-58.451718644241,-34.645834521386,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,11-20,Noche
20831,LC-2021-0109919,1,2021,March,10,,1900-01-01 23:30:00,23,10,CALLE,si,Point (96087.9228184135 100322.442260041),-58.505960975320,-34.626355734150,MOTO,MOTO,leve,MOTO,varon,21-30,Noche
20832,LC-2021-0110239,1,2021,March,10,,1900-01-01 12:00:00,12,SD,SD,no,Point (100697.53022798920574132 109912.10008313445723616),-58.4557005227599,-34.5399176648605,MOTO,CAMIONETA,leve,MOTO,varon,21-30,Día
20833,LC-2021-0113195,1,2021,March,10,,1900-01-01 02:00:00,2,3,CALLE,si,Point (105294.783351144 101867.688353651),-58.405569844133,-34.612420560635,PEATON,TRANSPORTE PUBLICO,leve,PEATON,varon,31-40,Noche
20835,LC-2021-0110542,1,2021,March,11,,1900-01-01 09:45:00,9,14,CALLE,si,Point (103857.584026667 106171.644187915),-58.421259128227,-34.573629148555,MOTO,TAXI,leve,MOTO,varon,31-40,Día
20837,LC-2021-0111264,1,2021,March,11,,1900-01-01 15:00:00,15,1,AVENIDA,si,Point (107449.20720036 103347.300242514),-58.382092717442,-34.599069467290,MOTO,AUTO,leve,MOTO,varon,41-50,Día
20838,LC-2021-0111456,1,2021,March,11,,1900-01-01 14:30:00,14,1,AVENIDA,si,Point (107547.522909504 100786.867056927),-58.380998330204,-34.622149537067,MOTO,AUTO,leve,MOTO,varon,41-50,Día
20839,LC-2021-0111485,1,2021,March,11,,1900-01-01 16:20:00,16,5,CALLE,si,Point (104454.51699259 102694.437931592),-58.414735687979,-34.604971843651,MOTO,CAMIONETA,leve,MOTO,varon,41-50,Día
20840,LC-2021-0111608,1,2021,March,11,,1900-01-01 17:05:00,17,3,CALLE,no,Point (105416.54207166 102890.43974448),-58.404248750777,-34.603200427373,PEATON,AUTO,leve,PEATON,mujer,61-70,Día
20841,LC-2021-0111800,1,2021,March,11,,1900-01-01 00:00:00,0,SD,SD,no,SD,SD,SD,MOTO,MOTO,leve,MOTO,varon,51-60,Noche
20842,LC-2021-0111813,1,2021,March,11,,1900-01-01 18:00:00,18,11,AVENIDA,no,Point (99739.7454926093 102943.728113739),-58.466136927704,-34.602734015224,MOTO,AUTO,leve,MOTO,varon,31-40,Día
20843,LC-2021-0111846,2,2021,March,11,,1900-01-01 15:30:00,15,15,CALLE,si,Point (102344.40153436 102909.248602297),-58.437741142864,-34.603042323939,MOTO,AUTO,leve,MOTO,varon,21-30,Día
20844,LC-2021-0111846,2,2021,March,11,,1900-01-01 15:30:00,15,15,CALLE,si,Point (102344.40153436 102909.248602297),-58.437741142864,-34.603042323939,MOTO,AUTO,leve,MOTO,varon,21-30,Día
20845,LC-2021-0111905,1,2021,March,11,,1900-01-01 20:30:00,20,6,CALLE,no,Point (100822.660190809 100520.059952594),-58.454328909926,-34.624581714867,MOTO,AUTO,leve,MOTO,varon,41-50,Noche
20848,LC-2021-0112803,1,2021,March,11,,1900-01-01 12:50:00,12,1,AVENIDA,si,Point (107526.823953486 101549.162036656),-58.381230755265,-34.615278061222,MOTO,AUTO,leve,MOTO,varon,21-30,Día
20850,LC-2021-0112187,1,2021,March,12,,1900-01-01 01:20:00,1,13,CALLE,si,Point (100056.848445151 108346.548643236),-58.462679915579,-34.554030542471,MOTO,AUTO,leve,MOTO,varon,31-40,Noche
20853,LC-2021-0112538,1,2021,March,12,,1900-01-01 08:20:00,8,12,GRAL PAZ,si,Point (96563.6649481764 108815.738810569),-58.500738109269,-34.549795102200,MOTO,AUTO,leve,MOTO,varon,0-10,Día
20856,LC-2021-0112781,1,2021,March,12,,1900-01-01 09:40:00,9,15,CALLE,no,Point (98441.1816023082 105454.319943866),-58.480288967441,-34.580101209638,AUTO,AUTO,leve,AUTO,varon,61-70,Día
20857,LC-2021-0112793,1,2021,March,12,,1900-01-01 09:50:00,9,15,CALLE,no,Point (102104.991743143 103335.419746963),-58.440352202343,-34.599201140880,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,31-40,Día
20858,LC-2021-0112863,1,2021,March,12,,1900-01-01 11:15:00,11,13,AVENIDA,si,Point (100916.351069455 107069.356260152),-58.453313876800,-34.565543419143,MOTO,TRANSPORTE PUBLICO,leve,MOTO,varon,21-30,Día
20861,LC-2021-0113148,1,2021,March,12,,1900-01-01 13:00:00,13,11,AVENIDA,si,Point (95746.8989599967 104114.220974516),-58.509660585279,-34.592173697518,AUTO,AUTO,leve,AUTO,mujer,41-50,Día
20862,LC-2021-0113184,1,2021,March,12,,1900-01-01 12:25:00,12,8,CALLE,si,Point (99342.6513339604 92703.6278656363),-58.470474620018,-34.695041743764,MOTO,AUTO,leve,MOTO,mujer,31-40,Día
20863,LC-2021-0113201,1,2021,March,12,,1900-01-01 00:00:00,0,8,AVENIDA,si,Point (99175.1750783335 93836.7962646524),-58.472301274267,-34.684826896976,MOTO,AUTO,leve,MOTO,varon,11-20,Noche
20864,LC-2021-0113301,1,2021,March,12,,1900-01-01 13:00:00,13,1,CALLE,si,Point (107017.827940881 103179.520250872),-58.386793983016,-34.600584922915,TRANSPORTE PUBLICO,AUTO,leve,TRANSPORTE PUBLICO,mujer,21-30,Día
20865,LC-2021-0113302,1,2021,March,12,,1900-01-01 12:20:00,12,1,AVENIDA,si,Point (107547.522909504 100786.867056927),-58.380998330204,-34.622149537067,MOTO,CAMIONETA,leve,MOTO,varon,11-20,Día
20866,LC-2021-0113339,1,2021,March,12,,1900-01-01 13:15:00,13,4,AVENIDA,no,Point (109742.585684384 100109.570375835),-58.357054706025,-34.628236565457,AUTO,CAMION,leve,AUTO,varon,51-60,Día
20869,LC-2021-0113536,1,2021,March,12,,1900-01-01 15:30:00,15,8,SD,no,Point (99716.45791130418365356 94950.38308677727764007),-58.466394,-34.674789,PEATON,AUTO,grave,PEATON,varon,0-10,Día
20871,LC-2021-0113568,1,2021,March,12,,1900-01-01 16:50:00,16,2,CALLE,si,Point (106164.158636312 103544.780277648),-58.396102979654,-34.597297747914,MOTO,TRANSPORTE PUBLICO,leve,MOTO,varon,41-50,Día
20873,LC-2021-0113672,3,2021,March,12,,1900-01-01 17:00:00,17,3,CALLE,no,Point (105603.039014604 100984.390492883),-58.402203107282,-34.620381341519,TAXI,OBJETO FIJO,leve,TAXI,varon,61-70,Día
20874,LC-2021-0113672,3,2021,March,12,,1900-01-01 17:00:00,17,3,CALLE,no,Point (105603.039014604 100984.390492883),-58.402203107282,-34.620381341519,TAXI,OBJETO FIJO,leve,TAXI,mujer,31-40,Día
20875,LC-2021-0113672,3,2021,March,12,,1900-01-01 17:00:00,17,3,CALLE,no,Point (105603.039014604 100984.390492883),-58.402203107282,-34.620381341519,TAXI,OBJETO FIJO,leve,TAXI,varon,41-50,Día
20877,LC-2021-0113872,1,2021,March,12,,1900-01-01 13:30:00,13,3,CALLE,si,Point (106101.283230564 102742.212268582),-58.396782679965,-34.604532807459,AUTO,AUTO,leve,AUTO,varon,21-30,Día
20878,LC-2021-0113901,1,2021,March,12,,1900-01-01 13:45:00,13,15,AVENIDA,si,Point (100487.7541528 105381.837458022),-58.457983456279,-34.580755776268,MOTO,AUTO,leve,MOTO,varon,41-50,Día
20879,LC-2021-0113924,1,2021,March,12,,1900-01-01 16:15:00,16,15,CALLE,si,Point (99134.2619521224 105778.312570177),-58.472734774514,-34.577181445358,MOTO,CAMIONETA,leve,MOTO,varon,21-30,Día
20880,LC-2021-0113935,1,2021,March,12,,1900-01-01 17:15:00,17,11,AVENIDA,si,Point (94879.1290936857 104434.540057847),-58.519117770109,-34.589282193913,MOTO,AUTO,leve,MOTO,varon,31-40,Día
20882,LC-2021-0114045,1,2021,March,12,,1900-01-01 15:30:00,15,15,AVENIDA,si,Point (98816.0276881988 104069.505871871),-58.476205561583,-34.592585067395,MOTO,AUTO,leve,MOTO,varon,21-30,Día
20883,LC-2021-0114155,1,2021,March,12,,1900-01-01 18:30:00,18,2,AVENIDA,no,Point (106274.047197122 104429.987312339),-58.394911546769,-34.589317448089,AUTO,AUTO,leve,AUTO,mujer,41-50,Día
20885,LC-2021-0114379,2,2021,March,12,,1900-01-01 00:00:00,0,SD,SD,no,SD,SD,SD,PEATON,MOTO,grave,PEATON,varon,31-40,Noche
20886,LC-2021-0114379,2,2021,March,12,,1900-01-01 00:00:00,0,SD,SD,no,SD,SD,SD,PEATON,MOTO,grave,PEATON,varon,31-40,Noche
20887,LC-2021-0120484,1,2021,March,12,,1900-01-01 20:45:00,20,15,AVENIDA,si,Point (98880.6416462593 105472.200847768),-58.475499293620,-34.579940619203,AUTO,AUTO,leve,AUTO,mujer,31-40,Noche
20888,LC-2021-0122748,1,2021,March,12,,1900-01-01 20:00:00,20,5,AVENIDA,si,Point (103940.334075526 101625.068638449),-58.420336509956,-34.614613655216,MOTO,AUTO,leve,MOTO,varon,41-50,Noche
20889,LC-2021-0133309,1,2021,March,12,,1900-01-01 10:00:00,10,12,CALLE,si,Point (98217.903344724 108200.314486837),-58.482716531568,-34.555347129070,PEATON,AUTO,leve,PEATON,mujer,71-80,Día
20891,LC-2021-0114412,1,2021,March,13,,1900-01-01 02:00:00,2,13,CALLE,no,Point (102290.15813878 109223.259626211),-58.438349102752,-34.546124999798,AUTO,AUTO,leve,AUTO,mujer,21-30,Noche
20892,LC-2021-0114413,1,2021,March,13,,1900-01-01 02:30:00,2,10,AVENIDA,no,Point (98793.1039629436 99661.2297668648),-58.476461999407,-34.632323054318,PEATON,CAMIONETA,leve,PEATON,varon,31-40,Noche
20894,LC-2021-0114514,1,2021,March,13,,1900-01-01 05:40:00,5,15,AVENIDA,si,Point (102297.980083329 104482.923390476),-58.438251383197,-34.588856636767,MOTO,TAXI,leve,MOTO,varon,21-30,Noche
20896,LC-2021-0114678,1,2021,March,13,,1900-01-01 10:00:00,10,5,CALLE,no,Point (102924.440191054 102901.98239447),-58.431417573840,-34.603106367267,PEATON,CAMIONETA,leve,PEATON,mujer,41-50,Día
20897,LC-2021-0114944,1,2021,March,13,,1900-01-01 12:00:00,12,9,GRAL PAZ,si,Point (93950.505872978 98883.3764452525),-58.529279828869,-34.639317520336,MOTO,AUTO,leve,MOTO,varon,21-30,Día
20899,LC-2021-0115105,2,2021,March,13,,1900-01-01 13:00:00,13,9,GRAL PAZ,si,Point (93889.8678986184 98745.5934817346),-58.529942190033,-34.640559183402,AUTO,AUTO,leve,AUTO,varon,51-60,Día
20900,LC-2021-0115161,1,2021,March,13,,1900-01-01 15:10:00,15,9,AVENIDA,si,Point (94566.4952227648 98935.4179837743),-58.522561095544,-34.63885188144,MOTO,AUTO,leve,MOTO,varon,61-70,Día
20901,LC-2021-0115193,1,2021,March,13,,1900-01-01 14:20:00,14,2,CALLE,no,Point (106654.322705748 104491.087532101),-58.390766966524,-34.588764291044,CAMION,OBJETO FIJO,leve,CAMION,varon,11-20,Día
20903,LC-2021-0115256,1,2021,March,13,,1900-01-01 14:54:00,14,4,AVENIDA,si,Point (104519.095113682 98287.7107649181),-58.414008446397,-34.644695522995,MOTO,AUTO,leve,MOTO,varon,31-40,Día
20904,LC-2021-0115413,1,2021,March,13,,1900-01-01 17:00:00,17,5,AVENIDA,si,Point (104596.713574622 102786.999166911),-58.413185929676,-34.604136838533,PEATON,OTRO,leve,PEATON,mujer,21-30,Día
20905,LC-2021-0115449,1,2021,March,13,,1900-01-01 17:00:00,17,15,AVENIDA,si,Point (100687.535277015 102672.048842185),-58.455804018307,-34.605182900991,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,21-30,Día
20906,LC-2021-0115499,1,2021,March,13,,1900-01-01 17:40:00,17,7,AVENIDA,si,Point (102633.180112226 97366.2830769963),-58.434576041673,-34.653008079276,MOTO,AUTO,leve,MOTO,varon,41-50,Día
20908,LC-2021-0115678,1,2021,March,13,,,21,13,GRAL PAZ,no,Point (99305.7818826026 110176.949655669),-58.470861580733,-34.537530100899,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
20909,LC-2021-0115686,1,2021,March,13,,1900-01-01 22:10:00,22,7,AVENIDA,si,Point (101914.375717111 99786.5204074508),-58.442422412494,-34.631192727308,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
20910,LC-2021-0116532,1,2021,March,13,,1900-01-01 21:00:00,21,11,AVENIDA,si,Point (95948.6399245485 102893.09375104),-58.507467410499,-34.603182290866,MOTO,AUTO,leve,MOTO,mujer,21-30,Noche
20912,LC-2021-0116015,1,2021,March,14,,1900-01-01 09:02:00,9,5,CALLE,si,Point (103016.608231023 102799.020740123),-58.430412403774,-34.604034245472,PEATON,AUTO,leve,PEATON,mujer,61-70,Día
20914,LC-2021-0116624,1,2021,March,14,,1900-01-01 23:00:00,23,7,AVENIDA,si,Point (99524.587218701 99554.5036659814),-58.468484680408,-34.633285763336,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
20915,LC-2021-0116634,1,2021,March,14,,1900-01-01 21:30:00,21,1,AVENIDA,si,Point (108741.482386707 100448.085028098),-58.367975421728,-34.625194033298,MOTO,AUTO,leve,MOTO,varon,11-20,Noche
20916,LC-2021-0116674,1,2021,March,14,,1900-01-01 22:30:00,22,1,AVENIDA,no,Point (108381.621496358 104552.282883505),-58.371939904861,-34.588200099730,MOTO,TAXI,leve,MOTO,varon,31-40,Noche
20917,LC-2021-0118242,1,2021,March,14,,1900-01-01 15:30:00,15,15,AVENIDA,no,Point (100350.520157523 105630.520446598),-58.459479259746,-34.578514081979,MOTO,AUTO,leve,MOTO,varon,21-30,Día
20918,LC-2021-0116683,1,2021,March,15,,1900-01-01 00:01:00,0,4,AVENIDA,si,Point (108609.786184677 98897.7680817159),-58.369395898982,-34.639170271555,PEATON,TRANSPORTE PUBLICO,grave,PEATON,varon,41-50,Noche
20919,LC-2021-0116824,1,2021,March,15,,1900-01-01 00:00:00,0,SD,SD,no,SD,SD,SD,MOTO,AUTO,grave,MOTO,varon,31-40,Noche
20920,LC-2021-0117018,2,2021,March,15,,1900-01-01 07:55:00,7,7,AVENIDA,si,Point (100592.352060359 98686.0767203373),-58.456839200782,-34.641114085974,MOTO,AUTO,leve,MOTO,mujer,21-30,Día
20921,LC-2021-0117018,2,2021,March,15,,1900-01-01 07:55:00,7,7,AVENIDA,si,Point (100592.352060359 98686.0767203373),-58.456839200782,-34.641114085974,MOTO,AUTO,leve,MOTO,varon,21-30,Día
20922,LC-2021-0117105,1,2021,March,15,,1900-01-01 08:20:00,8,4,AVENIDA,no,Point (108648.76087182 98749.3329431522),-58.368969310343,-34.640507993258,MOTO,AUTO,leve,MOTO,varon,31-40,Día
20924,LC-2021-0117307,1,2021,March,15,,1900-01-01 09:40:00,9,15,CALLE,si,Point (99839.3333602682 103225.288997025),-58.465051159463,-34.600195930662,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,61-70,Día
20925,LC-2021-0117387,1,2021,March,15,,1900-01-01 10:00:00,10,9,CALLE,no,Point (96243.8435601849 97745.5906765203),-58.504272251266,-34.649585023157,MOTO,AUTO,leve,MOTO,varon,21-30,Día
20927,LC-2021-0117805,1,2021,March,15,,1900-01-01 11:20:00,11,6,AVENIDA,no,Point (102391.552369447 101329.826270761),-58.437222758571,-34.617279784903,PEATON,CAMION,leve,PEATON,mujer,21-30,Día
20928,LC-2021-0117942,1,2021,March,15,,1900-01-01 13:00:00,13,5,CALLE,no,Point (103476.500524041 100018.650663638),-58.425387414031,-34.629096194219,PEATON,AUTO,leve,PEATON,mujer,21-30,Día
20929,LC-2021-0118049,1,2021,March,15,,1900-01-01 15:46:00,15,7,CALLE,no,Point (99527.0114276399 101044.115338479),-58.468457314653,-34.619857822777,MOTO,CAMIONETA,grave,MOTO,mujer,41-50,Día
20931,LC-2021-0118320,1,2021,March,15,,1900-01-01 00:00:00,0,15,AVENIDA,si,Point (101437.00488441 105100.818253461),-58.447637090259,-34.583288173360,MOTO,AUTO,leve,MOTO,varon,41-50,Noche
20933,LC-2021-0118593,1,2021,March,15,,1900-01-01 17:30:00,17,2,AVENIDA,si,Point (106697.86198221 104985.336550616),-58.390296250188,-34.584308630850,MOTO,MOTO,leve,MOTO,varon,21-30,Día
20934,LC-2021-0118684,6,2021,March,15,,1900-01-01 17:50:00,17,1,CALLE,no,Point (107347.433951453 100719.779342537),-58.383179608380,-34.622755733579,CAMION,TRANSPORTE PUBLICO,grave,CAMION,mujer,51-60,Día
20935,LC-2021-0118684,6,2021,March,15,,1900-01-01 17:50:00,17,1,CALLE,no,Point (107347.433951453 100719.779342537),-58.383179608380,-34.622755733579,CAMION,TRANSPORTE PUBLICO,grave,CAMION,varon,51-60,Día
20936,LC-2021-0118684,6,2021,March,15,,1900-01-01 17:50:00,17,1,CALLE,no,Point (107347.433951453 100719.779342537),-58.383179608380,-34.622755733579,CAMION,TRANSPORTE PUBLICO,grave,CAMION,varon,51-60,Día
20937,LC-2021-0118684,6,2021,March,15,,1900-01-01 17:50:00,17,1,CALLE,no,Point (107347.433951453 100719.779342537),-58.383179608380,-34.622755733579,CAMION,TRANSPORTE PUBLICO,grave,CAMION,varon,31-40,Día
20938,LC-2021-0118684,6,2021,March,15,,1900-01-01 17:50:00,17,1,CALLE,no,Point (107347.433951453 100719.779342537),-58.383179608380,-34.622755733579,CAMION,TRANSPORTE PUBLICO,grave,CAMION,mujer,31-40,Día
20939,LC-2021-0118684,6,2021,March,15,,1900-01-01 17:50:00,17,1,CALLE,no,Point (107347.433951453 100719.779342537),-58.383179608380,-34.622755733579,CAMION,TRANSPORTE PUBLICO,grave,CAMION,mujer,41-50,Día
20940,LC-2021-0118813,1,2021,March,15,,1900-01-01 21:10:00,21,14,AVENIDA,si,Point (104378.953941143 105959.097442639),-58.415576109120,-34.575543082428,PEATON,AUTO,leve,PEATON,mujer,21-30,Noche
20941,LC-2021-0118874,1,2021,March,15,,1900-01-01 21:43:00,21,7,AVENIDA,si,Point (102753.256347096 99461.1187671004),-58.433272865124,-34.634124157560,AUTO,TRANSPORTE PUBLICO,leve,AUTO,varon,21-30,Noche
20942,LC-2021-0122328,1,2021,March,15,,1900-01-01 19:30:00,19,8,AVENIDA,si,Point (99327.0183849749 92326.911306312),-58.470645562388,-34.698437563922,AUTO,CAMION,leve,AUTO,varon,31-40,Noche
20943,LC-2021-0122831,1,2021,March,15,,1900-01-01 17:40:00,17,2,AVENIDA,si,Point (106959.430131091 104808.287455025),-58.387443854233,-34.585902905469,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,21-30,Día
20944,LC-2021-0123553,1,2021,March,15,,1900-01-01 09:02:00,9,5,CALLE,no,Point (103651.090053067 102459.914691075),-58.423493804967,-34.607089063291,TAXI,CAMIONETA,leve,TAXI,varon,31-40,Día
20946,LC-2021-0134659,1,2021,March,15,,1900-01-01 20:25:00,20,15,AVENIDA,si,Point (102037.225831329 103102.83611098),-58.441090404993,-34.601297882654,MOTO,OBJETO FIJO,leve,MOTO,mujer,21-30,Noche
20947,LC-2021-0119152,1,2021,March,16,,1900-01-01 07:00:00,7,4,AVENIDA,si,Point (104268.81672534 96952.1694705855),-58.416731683469,-34.656735622078,AUTO,AUTO,leve,AUTO,mujer,41-50,Día
20949,LC-2021-0119493,1,2021,March,16,,1900-01-01 10:00:00,10,SD,SD,no,SD,SD,SD,MOTO,OBJETO FIJO,leve,MOTO,varon,21-30,Día
20950,LC-2021-0119511,1,2021,March,16,,1900-01-01 08:50:00,8,9,CALLE,si,Point (97491.2957671582 97296.4571780125),-58.490666370868,-34.653637550677,MOTO,AUTO,leve,MOTO,varon,21-30,Día
20951,LC-2021-0119512,1,2021,March,16,,1900-01-01 09:20:00,9,7,AVENIDA,no,Point (101201.276410466 98892.5727850124),-58.450197992507,-34.639252153926,MOTO,CAMIONETA,leve,MOTO,varon,21-30,Día
20952,LC-2021-0119834,1,2021,March,16,,1900-01-01 12:00:00,12,7,AVENIDA,si,Point (100099.189257495 100655.356964584),-58.462218189495,-34.623362380477,MOTO,AUTO,leve,MOTO,varon,41-50,Día
20953,LC-2021-0119845,1,2021,March,16,,1900-01-01 11:31:00,11,12,AVENIDA,no,Point (97289.4593477754 105287.468164882),-58.492842062496,-34.581602833464,PEATON,MOTO,leve,PEATON,mujer,41-50,Día
20955,LC-2021-0120453,1,2021,March,16,,1900-01-01 16:04:00,16,SD,SD,no,SD,SD,SD,PEATON,AUTO,leve,PEATON,mujer,51-60,Día
20956,LC-2021-0120526,1,2021,March,16,,1900-01-01 16:25:00,16,9,AVENIDA,si,Point (95687.2629429447 95905.0563453996),-58.510352941387,-34.666174007132,MOTO,TAXI,leve,MOTO,varon,31-40,Día
20957,LC-2021-0120532,1,2021,March,16,,1900-01-01 16:50:00,16,10,AVENIDA,si,Point (96447.3136783197 99052.9421148348),-58.502047226997,-34.637800818628,PEATON,CAMIONETA,leve,PEATON,varon,31-40,Día
20958,LC-2021-0120696,1,2021,March,16,,1900-01-01 17:40:00,17,14,AVENIDA,si,Point (105470.755463119 105320.727856503),-58.403673215587,-34.581292464096,PEATON,AUTO,leve,PEATON,mujer,51-60,Día
20959,LC-2021-0120861,1,2021,March,16,,1900-01-01 18:20:00,18,4,CALLE,no,Point (103583.487036119 97573.2596196578),-58.424210506370,-34.651139488469,MOTO,AUTO,leve,MOTO,varon,51-60,Día
20960,LC-2021-0120943,1,2021,March,16,,1900-01-01 18:40:00,18,8,AVENIDA,no,Point (102872.342412475 95460.5538877685),-58.431960802824,-34.670186336223,MOTO,AUTO,leve,MOTO,varon,21-30,Día
